student_id,age,gender,education_level,country,course_category,hours_per_week,videos_watched,quizzes_completed,forum_posts,assignment_score,final_exam_score,enrollment_date,subscription_type,course_completed
STU0246,19.0,Female,High School,USA,Design,4.8,67,21,1.0,64.4,83.7,2024-06-15,Free,True
STU0247,38.0,Male,High School,India,Web Development,17.0,73,17,5.0,86.9,73.2,2024-06-02,Free,True
STU0248,,Female,Bachelor,Other,Business,8.32,56,14,3.0,97.0,58.4,2024-05-09,Premium,True
STU0249,43.0,Female,Bachelor,Germany,Data Science,1.0,52,16,2.0,85.3,57.2,2024-01-23,Free,True
STU0250,23.0,Female,Some College,UK,Design,7.9,38,13,3.0,67.2,79.5,2024-01-23,Free,True
STU0251,40.0,Female,Some College,USA,Data Science,7.7,44,13,2.0,58.9,63.7,2024-05-23,Free,True
STU0252,21.0,Female,High School,India,Web Development,12.4,79,17,2.0,29.9,60.0,2024-01-09,Free,True
STU0253,40.0,Other,Some College,Germany,Marketing,9.2,65,19,1.0,77.7,71.0,2024-01-13,Basic,True
STU0254,28.0,Female,Bachelor,Australia,Design,4.7,54,17,7.0,83.7,87.3,2024-06-04,Free,True
STU0255,41.0,Female,Bachelor,Canada,Web Development,6.9,71,15,2.0,73.5,71.5,2024-06-03,Free,False
STU0256,44.0,Female,High School,Australia,Web Development,9.3,66,0,4.0,89.0,66.0,2024-02-20,Basic,True
STU0257,34.0,Male,Bachelor,Germany,Design,1.0,62,22,6.0,55.2,70.2,2024-03-04,Free,True
STU0258,23.0,Female,Some College,USA,Web Development,13.4,37,10,3.0,72.4,,2024-02-21,Basic,True
STU0259,41.0,Female,Master,India,Design,4.7,79,14,1.0,71.2,37.6,2024-02-07,Basic,True
STU0260,22.0,Male,Bachelor,USA,Design,13.7,20,11,2.0,73.3,87.1,2024-04-09,Free,False
STU0261,37.0,Female,Bachelor,USA,Data Science,9.6,86,7,1.0,92.5,78.6,2024-05-25,Basic,False
STU0262,19.0,Male,Some College,Australia,Data Science,10.5,98,21,0.0,73.4,72.3,2024-02-20,Free,True
STU0263,23.0,Female,Master,India,Business,12.6,52,19,1.0,70.6,97.8,2024-05-16,Basic,False
STU0264,39.0,Female,High School,UK,Data Science,10.3,14,5,4.0,60.9,93.6,2024-05-20,Basic,True
STU0265,28.0,Female,High School,USA,Data Science,10.7,86,2,4.0,94.9,86.6,2024-06-16,Free,True
STU0266,33.0,Male,Some College,India,Marketing,7.3,42,23,6.0,53.5,54.1,2024-02-24,Basic,True
STU0267,33.0,Female,High School,USA,Business,12.35,27,12,1.0,66.7,58.8,2024-04-18,Premium,False
STU0268,18.0,Female,PhD,USA,Design,7.41,48,12,5.0,100.0,94.6,2024-06-19,Premium,True
STU0269,26.0,Male,Master,Canada,Business,6.6,63,1,7.0,82.0,40.1,2024-02-13,Basic,False
STU0270,44.0,Male,Some College,USA,Business,15.9,67,4,2.0,74.7,73.6,2024-04-19,Basic,False
STU0271,23.0,Female,Bachelor,Canada,Data Science,4.8,81,16,2.0,75.3,75.3,2024-06-09,Free,True
STU0272,33.0,Male,PhD,USA,Web Development,8.6,50,5,1.0,60.8,44.0,2024-05-31,Free,True
STU0273,20.0,Male,Master,USA,Data Science,8.5,7,1,3.0,74.0,79.6,2024-06-12,Basic,False
STU0274,37.0,Female,Bachelor,USA,Web Development,6.8,78,3,4.0,69.8,86.2,2024-05-07,Free,True
STU0275,44.0,Male,Master,UK,Design,13.13,82,21,,77.7,52.4,2024-04-14,Premium,True
STU0276,21.0,Female,PhD,Canada,Web Development,10.4,95,10,2.0,52.4,100.0,2024-01-10,Free,True
STU0277,36.0,Male,Bachelor,India,Web Development,4.3,12,7,2.0,81.0,,2024-04-09,Free,True
STU0278,43.0,Female,High School,India,Web Development,8.4,55,11,2.0,90.2,80.6,2024-05-27,Free,True
STU0279,20.0,Male,Bachelor,Germany,Data Science,4.8100000000000005,102,7,4.0,71.9,65.9,2024-04-18,Premium,True
STU0280,36.0,Female,Master,USA,Web Development,11.2,77,10,6.0,84.7,78.9,2024-04-17,Basic,True
STU0281,37.0,Male,Some College,India,Data Science,8.7,10,21,1.0,79.7,47.5,2024-05-19,Basic,True
STU0282,24.0,Female,Master,Australia,Data Science,8.3,93,19,5.0,65.9,97.9,2024-05-25,Free,False
STU0283,37.0,Male,High School,UK,Data Science,13.78,51,7,,59.1,80.5,2024-04-03,Premium,False
STU0284,26.0,Female,High School,India,Web Development,6.9,64,7,4.0,61.2,98.3,2024-03-03,Free,True
STU0285,18.0,Female,Some College,Other,Design,15.209999999999999,38,16,4.0,79.4,53.2,2024-03-24,Premium,True
STU0286,25.0,Other,High School,Germany,Data Science,4.2,58,19,,74.2,63.7,2024-01-25,Basic,False
STU0287,24.0,Female,PhD,USA,Web Development,13.6,41,19,1.0,94.1,83.3,2024-01-12,Free,True
STU0288,35.0,Male,Master,Canada,Business,5.8,13,22,,86.9,74.3,2024-05-28,Basic,True
STU0289,25.0,Female,Master,UK,Data Science,1.2,86,15,2.0,86.8,81.6,2024-01-25,Basic,False
STU0290,18.0,Male,Bachelor,India,Design,6.7,60,13,2.0,78.9,65.5,2024-01-11,Free,False
STU0291,28.0,Male,Some College,India,Web Development,8.06,75,10,6.0,60.6,100.0,2024-03-04,Premium,False
STU0292,42.0,Male,Bachelor,India,Web Development,6.7,89,6,1.0,79.9,69.7,2024-05-05,Basic,False
STU0293,42.0,Female,Bachelor,UK,Business,8.9,6,15,3.0,76.0,18.8,2024-02-19,Free,True
STU0294,35.0,Female,Bachelor,India,Data Science,12.4,65,12,5.0,57.9,75.0,2024-03-29,Free,True
STU0295,40.0,Male,Some College,Australia,Business,7.2,62,14,3.0,93.1,,2024-04-08,Basic,False
STU0296,27.0,Female,Bachelor,Canada,Web Development,5.2,64,23,0.0,91.5,51.2,2024-04-25,Basic,True
STU0297,20.0,Male,Bachelor,USA,Design,3.5,44,15,4.0,57.8,48.6,2024-04-05,Basic,True
STU0298,24.0,Male,PhD,Canada,Data Science,6.1,40,20,2.0,65.4,58.4,2024-06-25,Basic,False
STU0299,33.0,Male,Master,USA,Web Development,1.0,41,22,1.0,66.8,50.0,2024-01-14,Basic,False
STU0300,43.0,Male,Bachelor,UK,Business,6.63,99,23,6.0,84.1,60.3,2024-01-01,Premium,True
STU0301,33.0,Female,Bachelor,Canada,Data Science,13.0,96,8,5.0,82.4,90.4,2024-01-25,Basic,False
STU0302,42.0,Female,Bachelor,USA,Web Development,6.11,26,2,4.0,75.7,96.0,2024-03-12,Premium,False
STU0303,37.0,Female,High School,India,Business,10.5,67,18,1.0,79.1,28.4,2024-03-09,Free,False
STU0304,34.0,Male,Master,USA,Design,3.1,26,19,,55.7,64.3,2024-05-12,Free,True
STU0305,19.0,Male,Master,USA,Web Development,15.1,15,4,2.0,80.7,,2024-04-14,Free,True
STU0306,18.0,Male,Bachelor,India,Design,15.4,62,9,2.0,73.5,79.5,2024-05-26,Basic,True
STU0307,33.0,Female,Some College,India,Marketing,13.520000000000001,73,16,2.0,64.8,,2024-01-23,Premium,True
STU0308,29.0,Male,Some College,Other,Design,16.0,81,14,0.0,52.0,40.2,2024-01-09,Free,True
STU0309,22.0,Female,Bachelor,India,Data Science,9.4,8,22,8.0,75.4,24.5,2024-04-27,Free,True
STU0310,22.0,Other,High School,India,Business,14.43,108,24,4.0,80.4,100.0,2024-04-03,Premium,True
STU0311,44.0,Female,Master,UK,Web Development,13.0,11,7,2.0,49.5,92.6,2024-06-26,Free,False
STU0312,40.0,Female,High School,USA,Marketing,8.7,65,14,3.0,75.3,60.3,2024-05-23,Basic,True
STU0313,26.0,Male,Some College,Other,Web Development,1.8,58,20,4.0,76.8,68.1,2024-02-02,Basic,False
STU0314,26.0,Female,Master,Canada,Data Science,14.559999999999999,110,13,3.0,66.7,84.6,2024-05-09,Premium,False
STU0315,,Female,Bachelor,Germany,Business,6.1,72,19,5.0,80.7,57.8,2024-01-14,Free,True
STU0316,36.0,Female,Some College,USA,Web Development,6.4,96,6,6.0,73.0,71.3,2024-01-01,Free,False
STU0317,33.0,Male,Some College,India,Marketing,9.2,83,20,9.0,79.2,77.4,2024-03-30,Basic,True
STU0318,33.0,Male,High School,India,Marketing,13.39,6,22,4.0,83.0,100.0,2024-03-29,Premium,True
STU0319,20.0,Male,Bachelor,Australia,Business,8.6,59,11,,83.0,87.8,2024-05-23,Basic,False
STU0320,37.0,Female,High School,USA,Data Science,10.5,7,16,3.0,90.3,100.0,2024-03-30,Free,True
STU0321,41.0,Female,Bachelor,India,Business,5.2,82,16,2.0,80.1,43.6,2024-06-23,Basic,False
STU0322,39.0,Female,PhD,Other,Data Science,10.14,50,9,1.0,67.8,70.5,2024-06-20,Premium,True
STU0323,41.0,Male,High School,India,Data Science,14.82,6,18,3.0,65.3,79.9,2024-01-14,Premium,False
STU0324,18.0,Female,Master,India,Design,19.63,50,13,2.0,59.1,49.7,2024-05-31,Premium,True
STU0325,41.0,Male,PhD,USA,Data Science,16.5,89,10,3.0,77.3,100.0,2024-04-20,Free,True
STU0326,37.0,Male,High School,Other,Web Development,9.7,33,1,3.0,94.8,83.0,2024-05-22,Free,True
STU0327,28.0,Male,Master,USA,Marketing,11.4,9,17,4.0,69.6,71.1,2024-03-23,Basic,False
STU0328,34.0,Female,Bachelor,Germany,Web Development,20.67,93,6,1.0,81.7,76.8,2024-03-12,Premium,False
STU0329,25.0,Male,Master,Germany,Data Science,5.3,96,11,4.0,63.7,95.4,2024-06-10,Free,True
STU0330,21.0,Female,Bachelor,USA,Marketing,10.5,25,1,2.0,77.9,57.7,2024-05-09,Free,True
STU0331,23.0,Female,Bachelor,Canada,Data Science,14.43,90,19,3.0,93.9,98.4,2024-01-27,Premium,True
STU0332,25.0,Male,Bachelor,USA,Design,13.8,71,17,2.0,85.3,70.1,2024-03-14,Free,False
STU0333,37.0,Female,Master,USA,Marketing,3.5,51,5,2.0,51.4,85.0,2024-04-08,Free,True
STU0334,20.0,Male,Bachelor,Germany,Marketing,4.2,88,23,4.0,83.6,68.6,2024-03-12,Basic,False
STU0335,33.0,Male,Bachelor,Australia,Business,8.1,87,9,4.0,84.2,100.0,2024-01-23,Basic,False
STU0336,42.0,Male,Master,UK,Web Development,9.5,39,19,7.0,77.6,60.2,2024-03-08,Basic,True
STU0337,20.0,Male,Some College,UK,Data Science,12.5,72,14,0.0,85.0,63.3,2024-05-21,Free,True
STU0338,42.0,Female,Some College,USA,Design,10.1,73,4,2.0,62.5,44.6,2024-04-26,Basic,True
STU0339,35.0,Male,Some College,USA,Design,7.4,5,19,1.0,75.9,49.8,2024-04-15,Basic,False
STU0340,31.0,Female,Some College,USA,Web Development,9.7,72,2,5.0,91.7,84.2,2024-04-02,Basic,True
STU0341,35.0,Female,Some College,USA,Data Science,9.2,16,4,2.0,90.3,99.8,2024-03-05,Basic,True
STU0342,19.0,Female,Master,India,Data Science,15.0,64,24,,83.2,95.5,2024-03-08,Free,False
STU0343,39.0,Female,High School,India,Data Science,8.7,31,7,1.0,61.8,70.5,2024-05-07,Free,True
STU0344,20.0,Female,Bachelor,India,Business,6.5,60,7,4.0,59.4,52.7,2024-03-03,Free,True
STU0345,33.0,Male,Some College,USA,Web Development,9.8,27,7,6.0,76.7,87.6,2024-04-22,Free,True
STU0346,26.0,Male,Master,UK,Marketing,8.8,29,11,1.0,77.7,58.5,2024-03-30,Basic,True
STU0347,21.0,Female,PhD,Australia,Business,2.21,30,23,2.0,73.5,46.1,2024-03-21,Premium,False
STU0348,18.0,Female,Bachelor,USA,Data Science,7.9,65,22,4.0,62.9,64.3,2024-04-12,Basic,True
STU0349,21.0,Male,Master,Other,Business,9.879999999999999,80,7,5.0,81.6,39.9,2024-06-08,Premium,True
STU0350,18.0,Female,High School,Australia,Web Development,5.8,56,10,2.0,76.7,43.3,2024-04-25,Free,False
STU0351,31.0,Male,Master,USA,Business,12.1,92,13,3.0,79.3,100.0,2024-01-13,Basic,True
STU0352,38.0,Female,Some College,Germany,Business,4.9,29,7,4.0,83.9,39.3,2024-05-03,Free,False
STU0353,33.0,Male,Master,UK,Design,9.8,59,23,4.0,70.9,55.0,2024-05-26,Free,False
STU0354,37.0,Male,High School,UK,Design,7.4,50,9,2.0,67.7,70.8,2024-05-31,Free,True
STU0355,41.0,Male,Bachelor,India,Data Science,8.4,36,6,6.0,91.6,,2024-03-28,Basic,True
STU0356,25.0,Female,Master,UK,Data Science,12.48,70,16,3.0,63.6,74.4,2024-01-11,Premium,False
STU0357,24.0,Female,Some College,India,Business,2.8,9,3,1.0,68.0,29.7,2024-01-15,Free,True
STU0358,20.0,Male,Some College,UK,Data Science,8.8,40,12,4.0,93.5,85.9,2024-01-10,Free,True
STU0359,34.0,Female,High School,Canada,Web Development,22.36,63,3,1.0,66.8,73.5,2024-02-10,Premium,False
STU0360,18.0,Male,Some College,Canada,Data Science,1.8,62,4,4.0,73.5,87.0,2024-06-03,Free,True
STU0361,33.0,Female,Bachelor,UK,Business,10.14,51,21,2.0,68.8,60.1,2024-03-13,Premium,False
STU0362,29.0,Male,High School,Germany,Data Science,12.5,84,3,2.0,48.3,91.3,2024-02-21,Basic,True
STU0363,44.0,Male,Some College,USA,Business,11.959999999999999,106,17,2.0,73.2,96.5,2024-05-07,Premium,True
STU0364,36.0,Female,High School,USA,Marketing,10.8,65,5,3.0,59.8,63.8,2024-01-28,Basic,True
STU0365,39.0,Other,Master,Australia,Data Science,1.0,13,23,6.0,78.8,85.2,2024-03-05,Basic,False
STU0366,40.0,Female,High School,India,Data Science,10.4,10,23,2.0,91.6,48.0,2024-01-17,Basic,False
STU0367,39.0,Female,Some College,USA,Web Development,5.0,39,22,4.0,41.8,72.3,2024-04-04,Basic,False
STU0368,31.0,Female,High School,USA,Design,9.2,43,21,1.0,68.9,93.0,2024-06-20,Basic,True
STU0369,23.0,Male,Bachelor,USA,Data Science,7.9,26,1,0.0,81.8,79.2,2024-05-17,Free,True
STU0370,23.0,Other,Master,Other,Web Development,17.1,45,22,1.0,42.2,100.0,2024-03-03,Basic,True
STU0371,30.0,Female,Some College,UK,Data Science,10.2,9,10,3.0,95.0,82.1,2024-06-23,Basic,True
STU0372,36.0,Female,Some College,Other,Design,9.75,55,13,3.0,80.7,64.8,2024-02-07,Premium,True
STU0373,39.0,Female,Master,UK,Web Development,2.0,91,4,3.0,91.2,95.2,2024-03-10,Basic,True
STU0374,25.0,Female,Master,India,Design,8.5,85,5,4.0,66.5,100.0,2024-04-13,Basic,True
STU0375,44.0,Female,Some College,India,Marketing,11.3,80,9,4.0,68.4,43.7,2024-02-22,Free,False
STU0376,44.0,Male,Master,UK,Data Science,7.7,91,7,3.0,72.6,60.7,2024-06-20,Basic,True
STU0377,,Female,Master,USA,Design,6.0,84,13,4.0,100.0,54.7,2024-04-28,Basic,False
STU0378,38.0,Male,Some College,Other,Data Science,7.41,85,23,3.0,94.8,81.1,2024-03-14,Premium,True
STU0379,18.0,Other,Master,Australia,Design,13.13,40,2,5.0,77.0,89.4,2024-02-23,Premium,True
STU0380,32.0,Female,Bachelor,India,Business,11.0,61,11,4.0,78.8,82.5,2024-01-20,Free,True
STU0381,18.0,Male,Bachelor,Other,Design,17.42,108,15,1.0,84.5,48.2,2024-03-19,Premium,True
STU0382,22.0,Female,High School,Australia,Data Science,4.0,77,22,1.0,100.0,55.3,2024-01-31,Free,True
STU0383,33.0,Female,High School,Canada,Data Science,10.1,33,16,1.0,80.7,69.0,2024-05-14,Free,True
STU0384,36.0,Female,Master,USA,Web Development,7.5,41,0,2.0,75.7,,2024-02-27,Basic,True
STU0385,21.0,Female,PhD,India,Web Development,7.6,91,22,2.0,69.9,59.0,2024-04-14,Free,False
STU0386,20.0,Male,Bachelor,UK,Data Science,9.6,17,9,4.0,78.5,95.7,2024-01-10,Basic,False
STU0387,34.0,Female,Bachelor,USA,Web Development,9.6,36,24,2.0,66.2,43.3,2024-01-10,Free,False
STU0388,34.0,Female,Bachelor,USA,Data Science,10.1,50,22,3.0,82.4,97.9,2024-02-08,Free,True
STU0389,29.0,Male,Bachelor,Germany,Web Development,3.8,27,9,4.0,53.5,86.2,2024-06-04,Basic,True
STU0390,31.0,Female,Some College,USA,Design,5.0,49,20,4.0,71.1,62.4,2024-06-06,Basic,True
STU0391,38.0,Male,High School,UK,Web Development,18.07,25,23,4.0,86.0,66.4,2024-02-06,Premium,True
STU0392,23.0,Male,Master,Other,Data Science,7.1,89,1,5.0,80.5,89.3,2024-04-28,Basic,True
STU0393,20.0,Female,Some College,Australia,Web Development,9.2,70,8,3.0,68.1,56.8,2024-03-07,Basic,True
STU0394,26.0,Female,Master,USA,Data Science,12.2,10,21,6.0,71.5,65.1,2024-02-12,Free,True
STU0395,22.0,Male,Some College,Australia,Marketing,9.9,22,12,2.0,90.5,,2024-02-21,Free,True
STU0396,41.0,Female,High School,USA,Data Science,10.2,98,24,4.0,56.8,33.5,2024-04-10,Free,True
STU0397,34.0,Male,Some College,USA,Business,11.6,26,15,3.0,56.9,46.8,2024-02-25,Basic,False
STU0398,31.0,Male,Bachelor,UK,Marketing,1.0,37,17,2.0,61.1,58.7,2024-03-16,Basic,False
STU0399,,Male,Master,India,Design,6.0,34,18,5.0,74.8,82.0,2024-03-08,Basic,False
STU0400,20.0,Male,High School,India,Business,9.9,85,11,2.0,54.6,57.1,2024-05-16,Basic,False
STU0401,18.0,Male,Master,UK,Design,13.6,36,7,1.0,89.3,75.9,2024-04-15,Basic,True
STU0402,,Female,Bachelor,USA,Marketing,8.3,46,16,2.0,61.1,41.2,2024-05-04,Free,False
STU0403,38.0,Female,Master,USA,Business,4.6,82,14,2.0,78.4,89.1,2024-04-01,Free,False
STU0404,40.0,Male,Some College,India,Business,6.11,16,9,6.0,66.3,72.5,2024-01-23,Premium,True
STU0405,18.0,Female,Master,Germany,Business,11.5,40,14,2.0,74.0,83.4,2024-04-18,Basic,True
STU0406,20.0,Female,Master,UK,Web Development,9.23,45,14,3.0,50.9,,2024-03-01,Premium,False
STU0407,35.0,Male,Some College,USA,Business,8.0,77,22,3.0,90.0,71.4,2024-06-16,Free,True
STU0408,42.0,Female,High School,India,Web Development,13.65,38,6,4.0,60.6,65.8,2024-02-13,Premium,False
STU0409,27.0,Other,Master,USA,Data Science,1.0,15,12,2.0,59.0,89.7,2024-05-31,Free,True
STU0410,39.0,Male,PhD,USA,Data Science,16.0,82,16,2.0,100.0,84.2,2024-06-27,Free,True
STU0411,43.0,Male,High School,Germany,Data Science,6.63,51,8,3.0,83.3,65.9,2024-06-09,Premium,True
STU0412,20.0,Female,Bachelor,USA,Data Science,9.0,51,7,4.0,89.4,,2024-01-16,Free,True
STU0413,25.0,Female,Master,USA,Data Science,1.2,23,19,5.0,81.9,69.1,2024-01-22,Basic,False
STU0414,31.0,Male,Master,Canada,Business,6.3,19,20,6.0,68.2,70.4,2024-02-26,Free,False
STU0415,41.0,Female,PhD,UK,Data Science,13.0,32,17,0.0,55.4,87.0,2024-03-02,Basic,True
STU0416,35.0,Female,Master,Canada,Design,1.3,33,12,3.0,70.5,52.8,2024-04-16,Premium,True
STU0417,32.0,Female,Bachelor,USA,Data Science,12.5,76,15,2.0,60.3,58.1,2024-03-11,Free,False
STU0418,39.0,Female,Some College,USA,Data Science,6.9,13,8,5.0,61.2,79.2,2024-03-30,Basic,True
STU0419,40.0,Female,Some College,USA,Business,9.9,51,11,,51.3,68.9,2024-03-12,Free,True
STU0420,19.0,Male,Bachelor,USA,Business,10.6,37,11,1.0,76.7,89.6,2024-03-10,Basic,True
STU0421,44.0,Male,Bachelor,Canada,Data Science,9.8,66,5,1.0,98.6,78.8,2024-01-30,Free,False
STU0422,27.0,Female,Some College,Australia,Design,4.5,23,18,2.0,83.4,57.3,2024-04-12,Free,False
STU0423,19.0,Female,Master,Germany,Design,6.5,71,6,2.0,73.4,84.2,2024-05-30,Free,True
STU0424,43.0,Male,Bachelor,Germany,Web Development,2.2,78,24,2.0,74.4,86.9,2024-02-01,Free,True
STU0425,34.0,Female,Bachelor,India,Web Development,13.0,52,2,3.0,29.3,82.0,2024-03-26,Premium,False
STU0426,25.0,Female,Bachelor,Canada,Marketing,14.8,51,15,0.0,68.6,87.4,2024-02-26,Free,False
STU0427,18.0,Male,Bachelor,India,Business,1.0,69,17,0.0,53.6,61.3,2024-04-18,Free,True
STU0428,26.0,Female,Some College,UK,Web Development,5.0,33,15,3.0,77.0,85.5,2024-01-09,Basic,True
STU0429,28.0,Female,Some College,India,Design,7.3,54,22,2.0,71.1,,2024-01-31,Free,False
STU0430,39.0,Female,High School,USA,Data Science,8.7,17,6,5.0,62.0,76.7,2024-03-11,Basic,True
STU0431,33.0,Female,Some College,India,Web Development,14.950000000000001,6,3,4.0,76.7,100.0,2024-05-16,Premium,True
STU0432,24.0,Male,Bachelor,Other,Data Science,7.4,38,24,1.0,76.5,79.2,2024-01-13,Basic,True
STU0433,27.0,Female,Bachelor,USA,Design,8.71,116,7,4.0,97.8,63.0,2024-05-10,Premium,True
STU0434,40.0,Male,High School,USA,Business,12.4,52,12,6.0,85.3,65.9,2024-02-04,Basic,True
STU0435,43.0,Male,Master,India,Business,10.6,81,12,2.0,78.3,75.8,2024-01-21,Free,True
STU0436,20.0,Female,Some College,Germany,Data Science,10.2,52,16,1.0,60.8,87.1,2024-03-04,Basic,False
STU0437,35.0,Male,Master,UK,Data Science,8.5,53,16,4.0,58.9,78.0,2024-04-04,Basic,True
STU0438,42.0,Male,PhD,Canada,Web Development,11.9,68,4,,84.0,66.4,2024-06-28,Basic,True
STU0439,41.0,Female,Some College,USA,Business,7.0200000000000005,78,5,2.0,72.0,57.5,2024-02-03,Premium,True
STU0440,30.0,Male,Bachelor,UK,Web Development,4.8,33,18,5.0,78.7,70.1,2024-04-30,Basic,False
STU0441,43.0,Male,High School,India,Data Science,14.3,51,12,2.0,89.7,75.8,2024-06-11,Premium,False
STU0442,24.0,Female,Bachelor,Australia,Design,1.9500000000000002,110,24,1.0,52.3,73.4,2024-01-15,Premium,True
STU0443,42.0,Female,Bachelor,Canada,Data Science,8.4,30,13,1.0,96.0,86.8,2024-04-29,Basic,False
STU0444,21.0,Male,Some College,USA,Marketing,6.7,21,21,1.0,89.5,99.0,2024-04-05,Basic,True
STU0445,30.0,Female,Bachelor,USA,Data Science,2.4,75,3,1.0,44.2,39.2,2024-01-06,Free,False
STU0446,37.0,Female,Some College,USA,Business,5.59,20,6,2.0,100.0,80.5,2024-04-18,Premium,True
STU0447,18.0,Female,Some College,India,Data Science,7.6,73,7,2.0,79.8,71.5,2024-04-06,Basic,False
STU0448,25.0,Female,Bachelor,USA,Marketing,12.1,30,24,,67.8,40.1,2024-02-01,Free,True
STU0449,31.0,Other,Some College,Canada,Web Development,5.4,53,12,1.0,82.8,90.4,2024-06-28,Free,True
STU0450,33.0,Female,Bachelor,India,Data Science,12.9,71,5,3.0,60.3,81.5,2024-03-23,Basic,False
STU0451,31.0,Female,Bachelor,USA,Web Development,8.3,11,5,3.0,83.2,84.6,2024-06-04,Free,True
STU0452,29.0,Female,PhD,USA,Data Science,13.2,62,23,1.0,63.1,48.6,2024-04-27,Free,True
STU0453,36.0,Male,High School,USA,Data Science,5.6,53,20,3.0,100.0,64.1,2024-03-19,Basic,True
STU0454,40.0,Male,Bachelor,Australia,Marketing,7.8,57,2,4.0,75.9,50.4,2024-03-18,Free,False
STU0455,32.0,Female,Bachelor,USA,Web Development,9.5,69,2,3.0,84.7,,2024-05-26,Basic,True
STU0456,19.0,Female,Some College,Canada,Design,7.3,66,12,3.0,63.2,90.0,2024-04-16,Free,True
STU0457,19.0,Female,PhD,Australia,Business,11.8,21,21,5.0,87.2,65.7,2024-05-05,Free,False
STU0458,40.0,Male,Bachelor,UK,Business,1.0,47,1,2.0,74.8,36.7,2024-01-15,Basic,True
STU0459,39.0,Female,Bachelor,Australia,Data Science,17.7,29,15,1.0,53.8,81.3,2024-05-13,Basic,True
STU0460,36.0,Male,Master,India,Data Science,11.4,7,21,1.0,71.4,97.4,2024-03-13,Free,False
STU0461,42.0,Male,PhD,Other,Design,7.3,83,5,3.0,100.0,43.2,2024-04-10,Free,True
STU0462,43.0,Female,Master,USA,Marketing,5.8,33,7,2.0,87.9,56.4,2024-04-07,Basic,True
STU0463,39.0,Female,Bachelor,USA,Data Science,4.5,36,22,6.0,69.3,47.3,2024-06-14,Free,True
STU0464,43.0,Female,Bachelor,Canada,Data Science,10.6,30,7,0.0,47.0,87.7,2024-01-26,Free,False
STU0465,43.0,Female,High School,Other,Web Development,12.0,20,24,3.0,62.5,66.5,2024-04-01,Free,True
STU0466,39.0,Male,High School,Australia,Marketing,9.49,34,5,4.0,53.9,65.3,2024-05-04,Premium,False
STU0467,34.0,Female,Bachelor,USA,Data Science,16.12,69,13,5.0,47.3,79.6,2024-06-27,Premium,False
STU0468,37.0,Male,High School,USA,Web Development,5.720000000000001,38,2,1.0,86.8,52.4,2024-03-13,Premium,True
STU0469,27.0,Female,Bachelor,Other,Design,3.7,77,9,2.0,75.9,40.6,2024-05-02,Basic,False
STU0470,23.0,Female,Some College,USA,Data Science,15.3,60,2,2.0,100.0,100.0,2024-02-22,Basic,True
STU0471,,Female,Some College,Germany,Data Science,10.4,69,11,2.0,60.0,98.2,2024-03-18,Basic,True
STU0472,39.0,Female,Master,Australia,Business,13.6,97,16,4.0,75.0,82.7,2024-04-01,Basic,False
STU0473,28.0,Female,Master,India,Marketing,4.6,90,4,3.0,54.1,76.8,2024-03-28,Free,False
STU0474,22.0,Female,High School,India,Data Science,4.3,84,19,2.0,66.1,89.7,2024-01-13,Basic,True
STU0475,18.0,Male,Bachelor,India,Web Development,8.58,54,24,1.0,71.7,73.3,2024-02-12,Premium,True
STU0476,25.0,Male,Master,USA,Web Development,4.7,55,8,2.0,69.4,64.9,2024-03-16,Basic,True
STU0477,38.0,Male,High School,Other,Web Development,10.8,75,20,4.0,75.8,72.9,2024-02-20,Free,True
STU0478,29.0,Male,Master,India,Business,5.0,82,19,3.0,89.6,97.6,2024-01-19,Free,True
STU0479,29.0,Female,Some College,Other,Web Development,3.3,33,6,4.0,88.0,67.2,2024-05-28,Basic,True
STU0480,22.0,Female,Some College,USA,Web Development,8.6,87,21,2.0,63.5,58.5,2024-05-01,Basic,False
STU0481,24.0,Male,PhD,Other,Web Development,3.6399999999999997,27,3,3.0,74.5,74.1,2024-01-24,Premium,True
STU0482,21.0,Male,Some College,India,Business,1.0,70,12,0.0,86.9,76.2,2024-01-26,Free,True
STU0483,23.0,Male,Bachelor,USA,Web Development,11.05,54,12,3.0,90.5,82.1,2024-06-21,Premium,False
STU0484,30.0,Female,Master,USA,Design,1.0,49,9,3.0,65.1,79.4,2024-06-04,Basic,False
STU0485,37.0,Female,High School,Germany,Data Science,14.43,22,17,3.0,85.6,,2024-04-29,Premium,True
STU0486,32.0,Male,Bachelor,Canada,Design,2.4,7,16,1.0,80.0,79.4,2024-03-22,Basic,True
STU0487,20.0,Female,PhD,Australia,Design,1.0,15,19,3.0,59.0,69.9,2024-04-09,Basic,True
STU0488,40.0,Female,High School,USA,Data Science,6.8,57,19,1.0,87.0,56.2,2024-06-05,Basic,True
STU0489,25.0,Male,Master,USA,Web Development,8.6,50,12,4.0,77.3,89.2,2024-01-17,Basic,True
STU0490,,Female,Bachelor,UK,Web Development,13.0,40,16,0.0,48.9,65.8,2024-03-08,Premium,False
STU0491,33.0,Female,Bachelor,India,Data Science,8.7,61,21,4.0,70.6,42.3,2024-02-13,Free,True
STU0492,30.0,Male,Bachelor,India,Web Development,3.8,22,3,3.0,75.6,48.6,2024-03-01,Free,True
STU0493,35.0,Male,Some College,Other,Data Science,14.170000000000002,66,0,2.0,65.9,71.6,2024-05-02,Premium,True
