customer_id,age,gender,tenure_months,account_type,total_purchases,avg_purchase_value,days_since_last_purchase,website_visits_per_month,email_open_rate,customer_service_calls,satisfaction_score,promo_codes_used,loyalty_points,churned
CUST00331,52,Female,31,Basic,6,94.65,176,8,0.008,5,1,5,2332,0
CUST00332,33,Male,60,Premium,58,99.32,104,8,0.299,0,5,1,1573,0
CUST00333,58,Female,60,Basic,49,45.18,178,9,0.133,3,4,4,3268,0
CUST00334,53,Male,19,Standard,26,87.61,89,13,0.213,0,1,3,4375,0
CUST00335,50,Female,49,Basic,47,49.31,141,10,0.296,2,3,9,4882,0
CUST00336,21,Female,63,Standard,5,77.93,138,9,0.218,3,3,3,685,1
CUST00337,50,Female,22,Standard,20,37.07,9,8,0.285,2,1,7,3888,0
CUST00338,31,Male,24,Standard,134,21.21,79,7,0.351,2,5,4,1579,0
CUST00339,38,Male,30,Standard,59,63.52,52,12,0.294,2,1,2,968,0
CUST00340,65,Male,58,Basic,146,71.29,130,2,0.153,3,1,9,3737,0
CUST00341,37,Female,31,Premium,132,63.07,153,6,0.156,2,3,3,2033,0
CUST00342,25,Male,64,Basic,17,39.48,13,6,0.034,0,3,0,767,0
CUST00343,24,Female,19,Standard,14,63.0,51,6,0.122,1,3,5,645,0
CUST00344,20,Female,48,Premium,13,83.08,34,13,0.544,4,4,9,4121,0
CUST00345,34,Male,45,Premium,135,73.65,35,6,0.131,2,4,3,1079,0
CUST00346,50,Female,55,Standard,128,80.48,131,6,0.071,2,2,5,636,0
CUST00347,65,Male,55,Standard,44,54.9,120,9,0.298,1,4,1,4325,0
CUST00348,29,Male,18,Premium,119,110.15,70,8,0.233,1,5,4,2100,1
CUST00349,68,Female,63,Premium,143,39.71,176,14,0.221,2,5,8,100,0
CUST00350,39,Female,47,Standard,19,89.63,147,6,0.461,1,3,7,3917,1
CUST00351,39,Female,57,Basic,63,110.46,67,4,0.332,1,1,2,4899,0
CUST00352,63,Male,45,Basic,81,89.43,103,9,0.171,3,3,0,868,0
CUST00353,47,Male,33,Basic,147,68.92,73,7,0.186,3,1,9,4097,0
CUST00354,55,Female,17,Standard,148,59.15,116,8,0.175,1,3,2,21,0
CUST00355,55,Female,70,Basic,100,106.08,133,8,0.381,3,3,7,2625,0
CUST00356,62,Female,4,Standard,122,32.31,67,10,0.204,3,5,2,1903,0
CUST00357,68,Male,20,Basic,44,45.9,139,6,0.0,2,1,4,2576,0
CUST00358,25,Female,47,Basic,104,63.07,121,4,0.243,1,2,1,4109,0
CUST00359,44,Male,15,Premium,61,112.13,94,10,0.019,3,2,0,4614,1
CUST00360,44,Male,70,Standard,125,86.39,129,10,0.578,2,3,9,3293,0
CUST00361,51,Female,47,Basic,145,45.96,91,5,0.105,2,3,4,1935,0
CUST00362,38,Male,9,Premium,71,65.69,92,7,0.226,2,5,4,615,1
CUST00363,47,Female,16,Basic,107,56.57,63,8,0.289,3,1,5,2450,0
CUST00364,50,Male,69,Standard,50,53.71,29,4,0.207,1,3,1,3584,1
CUST00365,45,Male,61,Standard,65,104.37,12,7,0.206,3,2,8,286,0
CUST00366,64,Female,10,Basic,99,33.85,77,12,0.313,1,1,1,3318,1
CUST00367,50,Female,50,Premium,32,123.26,41,8,0.479,5,3,1,1923,0
CUST00368,22,Female,3,Standard,141,99.85,130,6,0.365,2,1,4,4921,0
CUST00369,65,Female,70,Standard,58,107.73,37,5,0.472,1,5,8,2773,0
CUST00370,36,Female,51,Basic,128,61.11,173,8,0.093,2,2,3,2090,0
CUST00371,21,Female,19,Basic,142,70.5,176,9,0.298,2,1,5,2801,0
CUST00372,52,Female,42,Premium,112,32.01,24,4,0.273,1,2,1,992,0
CUST00373,66,Male,35,Basic,68,59.26,99,9,0.303,0,3,3,1584,0
CUST00374,34,Female,46,Standard,40,89.81,150,6,0.456,2,4,8,1903,0
CUST00375,61,Male,26,Standard,144,113.88,100,11,0.217,3,1,1,875,1
CUST00376,45,Female,69,Standard,132,41.79,139,9,0.189,1,2,0,4829,1
CUST00377,47,Female,64,Basic,90,64.03,58,8,0.33,2,1,3,1885,0
CUST00378,46,Male,37,Basic,28,70.46,174,8,0.0,4,3,3,143,1
CUST00379,63,Female,49,Standard,96,33.13,29,7,0.214,2,3,0,2256,1
CUST00380,23,Female,21,Basic,31,92.74,163,7,0.23,2,2,3,1122,1
CUST00381,52,Male,64,Basic,3,53.28,143,7,0.112,2,5,2,699,0
CUST00382,58,Female,5,Basic,136,69.14,60,7,0.409,2,1,1,4209,0
CUST00383,54,Female,70,Standard,24,61.44,95,12,0.091,3,1,9,270,0
CUST00384,41,Male,4,Premium,15,51.32,42,11,0.23,2,3,3,62,1
CUST00385,46,Female,39,Basic,45,74.79,43,7,0.294,1,1,7,1007,1
CUST00386,66,Male,35,Basic,8,68.53,74,4,0.453,2,2,6,2843,0
CUST00387,63,Female,1,Basic,71,63.84,177,14,0.248,2,4,8,2272,0
CUST00388,48,Female,24,Standard,108,53.15,160,10,0.39,1,3,7,1982,0
CUST00389,52,Female,57,Standard,115,84.59,64,11,0.355,2,4,0,2428,0
CUST00390,50,Male,70,Standard,103,124.61,2,5,0.269,0,1,1,3724,0
CUST00391,69,Female,41,Standard,125,79.2,152,13,0.087,4,5,1,4413,0
CUST00392,38,Female,54,Standard,57,104.88,66,8,0.035,3,2,7,2755,1
CUST00393,49,Male,46,Premium,30,33.29,166,5,0.266,2,1,3,3734,0
CUST00394,40,Female,60,Premium,146,79.73,31,7,0.169,5,2,8,1292,1
CUST00395,50,Male,60,Basic,114,42.08,115,8,0.388,4,1,1,4509,0
CUST00396,20,Female,57,Basic,117,30.69,26,10,0.362,2,1,3,4320,0
CUST00397,35,Male,31,Basic,60,52.82,29,5,0.222,1,1,0,1177,0
CUST00398,42,Male,24,Basic,98,110.76,78,5,0.076,0,3,2,4716,0
CUST00399,59,Male,36,Premium,126,103.5,25,4,0.327,0,4,5,2620,0
CUST00400,48,Female,30,Standard,94,82.29,48,5,0.097,2,5,8,2536,1
CUST00401,20,Male,24,Basic,134,29.02,65,12,0.136,0,4,0,1968,1
CUST00402,57,Female,30,Standard,122,69.11,67,2,0.103,4,4,4,1195,1
CUST00403,63,Male,7,Standard,108,84.05,90,7,0.229,1,2,1,2831,0
CUST00404,41,Male,35,Basic,4,80.27,146,9,0.426,2,3,6,507,1
CUST00405,67,Female,55,Basic,93,19.69,137,9,0.249,3,3,3,404,0
CUST00406,49,Female,14,Standard,6,48.29,38,7,0.184,2,1,4,1294,0
CUST00407,64,Male,10,Standard,32,73.08,87,10,0.021,5,4,7,3625,0
CUST00408,39,Female,16,Basic,106,91.09,149,8,0.333,1,5,1,2819,1
CUST00409,40,Female,54,Basic,146,10.0,65,10,0.133,0,2,2,4759,0
CUST00410,19,Female,70,Standard,15,70.14,149,10,0.268,3,3,4,3637,1
CUST00411,44,Male,44,Basic,122,79.29,27,3,0.197,2,1,9,1873,1
CUST00412,59,Male,45,Standard,96,100.49,106,4,0.376,3,5,3,1406,0
CUST00413,19,Female,56,Standard,6,95.79,123,7,0.226,2,4,4,3583,0
CUST00414,43,Male,57,Basic,112,92.48,44,7,0.241,0,5,2,1577,1
CUST00415,34,Female,21,Premium,120,51.0,100,8,0.323,2,3,8,4376,0
CUST00416,57,Female,68,Standard,123,17.76,28,4,0.566,1,2,7,3427,1
CUST00417,50,Female,50,Basic,67,63.21,173,9,0.383,3,4,5,636,0
CUST00418,26,Female,33,Standard,106,105.05,17,13,0.237,3,2,0,807,0
CUST00419,60,Female,7,Standard,139,116.8,127,8,0.25,1,5,3,2395,0
CUST00420,65,Male,70,Standard,43,96.32,123,9,0.171,0,5,6,4524,0
CUST00421,56,Female,15,Basic,145,87.88,168,10,0.108,3,1,9,1415,0
CUST00422,46,Male,32,Premium,96,86.39,131,5,0.167,1,4,4,2449,0
CUST00423,59,Male,20,Standard,132,58.32,76,6,0.134,6,5,3,4760,1
CUST00424,43,Female,15,Basic,81,71.1,46,5,0.348,2,3,8,4845,0
CUST00425,52,Female,48,Basic,41,125.07,158,10,0.089,1,3,7,3496,0
CUST00426,67,Female,71,Basic,133,46.72,69,7,0.45,2,2,2,3588,0
CUST00427,42,Female,21,Premium,35,123.44,137,9,0.363,2,3,5,4029,0
CUST00428,41,Male,42,Basic,22,65.34,85,11,0.253,0,5,3,4732,0
CUST00429,30,Male,26,Basic,112,114.76,11,7,0.25,3,3,6,514,1
CUST00430,24,Female,14,Premium,11,32.8,69,8,0.166,1,4,0,3294,0
CUST00431,53,Male,57,Basic,3,92.58,99,9,0.291,2,2,0,2908,0
CUST00432,62,Male,37,Basic,137,52.9,91,9,0.413,2,4,5,2498,1
CUST00433,37,Male,58,Basic,60,32.54,159,5,0.145,3,5,9,1366,1
CUST00434,18,Male,21,Basic,76,81.56,161,10,0.02,1,5,6,340,0
CUST00435,25,Male,69,Basic,87,105.28,167,8,0.355,1,3,8,3972,1
CUST00436,63,Male,3,Standard,14,49.65,94,11,0.299,2,1,6,1560,0
CUST00437,33,Male,37,Basic,18,30.03,174,8,0.082,1,1,8,2468,0
CUST00438,31,Male,49,Basic,113,72.24,165,5,0.14,3,5,9,2428,1
CUST00439,29,Female,19,Standard,73,72.38,115,9,0.121,1,5,8,3688,0
CUST00440,68,Male,12,Standard,23,91.45,31,9,0.141,4,2,7,2695,1
CUST00441,40,Male,61,Standard,83,103.49,11,9,0.201,0,5,6,2027,0
CUST00442,32,Female,41,Standard,125,73.22,87,5,0.21,2,5,2,3752,0
CUST00443,45,Male,33,Basic,69,130.67,121,10,0.152,5,2,2,315,0
CUST00444,51,Female,50,Standard,47,81.73,130,10,0.136,3,4,4,3989,0
CUST00445,19,Female,68,Standard,116,64.61,105,9,0.216,3,4,6,1101,0
CUST00446,49,Male,71,Basic,30,26.65,27,8,0.275,2,2,9,530,0
CUST00447,40,Male,33,Premium,25,67.12,2,8,0.203,4,2,6,2402,0
CUST00448,39,Female,24,Basic,112,64.91,103,10,0.424,3,4,0,1859,0
CUST00449,68,Female,61,Standard,25,103.81,101,10,0.326,0,4,7,4757,0
CUST00450,42,Male,61,Basic,74,88.87,21,3,0.011,1,4,0,1219,1
CUST00451,39,Female,28,Standard,58,39.62,58,14,0.329,6,4,3,4222,0
CUST00452,39,Male,58,Standard,94,80.17,133,11,0.341,4,3,1,4444,0
CUST00453,66,Female,43,Premium,119,95.15,173,8,0.185,5,2,4,1766,0
CUST00454,69,Male,41,Basic,127,120.84,85,8,0.026,3,1,5,1067,0
CUST00455,59,Female,39,Standard,25,101.63,93,8,0.251,3,3,3,727,0
CUST00456,23,Female,49,Standard,78,97.83,20,9,0.249,0,1,3,243,0
CUST00457,32,Female,17,Standard,99,76.8,61,12,0.082,2,1,6,1785,0
CUST00458,60,Female,70,Standard,116,86.65,38,13,0.032,2,5,3,711,0
CUST00459,54,Male,70,Standard,48,112.49,148,11,0.237,3,2,1,2893,1
CUST00460,50,Male,65,Standard,10,35.02,25,7,0.215,1,3,3,3150,0
CUST00461,25,Male,5,Basic,99,64.52,130,7,0.187,5,2,6,4181,1
CUST00462,61,Male,2,Standard,11,51.82,121,5,0.237,7,4,0,1508,0
CUST00463,61,Female,22,Basic,85,86.37,160,6,0.085,3,2,3,270,0
CUST00464,22,Male,57,Premium,149,111.91,26,3,0.185,2,1,5,1797,1
CUST00465,56,Male,66,Standard,135,57.09,169,9,0.33,4,4,7,2560,0
CUST00466,21,Female,16,Premium,126,10.0,67,13,0.198,1,2,7,3560,1
CUST00467,23,Female,51,Basic,64,62.63,1,7,0.0,0,2,8,4003,1
CUST00468,62,Female,39,Premium,2,102.4,51,7,0.179,2,1,4,2177,0
CUST00469,49,Female,40,Premium,76,91.13,5,11,0.089,2,4,1,837,1
CUST00470,69,Male,38,Standard,121,87.85,13,6,0.29,0,1,2,2817,0
CUST00471,47,Male,60,Standard,42,66.6,147,9,0.298,2,2,1,3714,1
CUST00472,64,Female,59,Basic,54,36.63,140,13,0.001,0,3,8,3078,1
CUST00473,52,Female,10,Premium,75,90.46,48,11,0.364,1,3,5,2899,1
CUST00474,57,Male,64,Standard,16,49.97,153,11,0.083,0,5,0,1776,0
CUST00475,69,Female,63,Basic,18,140.52,57,8,0.484,2,3,2,1650,1
CUST00476,33,Male,49,Basic,90,92.12,115,12,0.243,1,4,6,2948,0
CUST00477,30,Male,64,Premium,144,57.58,35,12,0.063,1,5,6,2520,0
CUST00478,67,Female,32,Premium,6,56.66,76,15,0.079,0,4,4,2385,1
CUST00479,59,Female,7,Premium,108,72.21,94,4,0.302,0,3,2,4414,0
CUST00480,47,Female,21,Standard,48,67.81,5,6,0.191,1,3,6,2768,0
CUST00481,36,Male,20,Basic,42,108.51,22,5,0.236,0,2,4,4238,0
CUST00482,34,Female,26,Basic,76,80.59,103,8,0.492,7,4,5,2704,0
CUST00483,36,Male,68,Basic,77,53.05,175,10,0.145,1,1,2,1172,0
CUST00484,45,Male,15,Basic,132,131.71,131,7,0.259,4,2,5,2518,0
CUST00485,43,Female,14,Basic,130,76.48,124,7,0.463,2,4,6,362,0
CUST00486,54,Female,27,Basic,59,98.07,53,3,0.291,4,5,7,649,0
CUST00487,43,Female,40,Standard,27,56.75,159,10,0.009,2,4,1,2256,1
CUST00488,40,Female,58,Premium,79,85.89,69,9,0.326,2,5,1,3136,1
CUST00489,26,Female,28,Standard,72,84.33,104,8,0.076,2,5,5,4644,0
CUST00490,29,Female,26,Premium,7,18.31,161,9,0.461,4,3,7,1135,0
CUST00491,18,Male,63,Standard,111,135.46,178,7,0.127,1,1,4,4358,1
CUST00492,18,Male,66,Basic,119,113.72,16,7,0.695,2,4,0,3147,0
CUST00493,64,Male,25,Basic,63,63.08,116,10,0.47,3,1,0,4861,0
CUST00494,51,Male,3,Basic,124,41.93,76,6,0.131,5,5,9,875,0
CUST00495,49,Female,44,Basic,12,85.43,109,6,0.253,1,3,8,3742,0
CUST00496,65,Female,42,Standard,141,77.6,39,8,0.363,2,1,3,3851,0
CUST00497,42,Male,6,Basic,43,85.67,89,11,0.368,0,2,9,1152,1
CUST00498,57,Male,39,Basic,17,80.75,174,8,0.316,3,5,0,1922,0
CUST00499,62,Female,52,Basic,63,90.19,112,11,0.438,3,2,7,628,1
CUST00500,18,Male,23,Premium,120,118.42,47,8,0.232,0,1,1,3019,0
CUST00501,33,Female,50,Standard,36,92.04,172,10,0.195,1,1,1,1724,0
CUST00502,56,Female,43,Standard,8,43.51,137,6,0.198,0,1,0,4748,0
CUST00503,22,Female,19,Basic,69,115.88,128,8,0.379,0,4,0,1128,0
CUST00504,39,Female,69,Standard,90,124.22,178,7,0.305,1,5,8,4561,0
CUST00505,46,Female,51,Standard,36,169.56,77,7,0.294,3,5,0,763,1
CUST00506,20,Male,11,Standard,28,41.3,15,3,0.369,2,5,5,1019,1
CUST00507,29,Female,12,Premium,118,82.29,36,11,0.0,5,4,6,3973,0
CUST00508,43,Female,8,Basic,93,12.54,63,7,0.297,2,1,3,3927,0
CUST00509,33,Male,24,Premium,76,91.59,69,6,0.283,2,1,4,2841,0
CUST00510,68,Female,41,Premium,101,58.55,169,11,0.5,2,2,3,2947,0
CUST00511,54,Female,36,Basic,144,132.7,74,2,0.021,1,4,3,674,0
CUST00512,39,Female,55,Standard,14,51.76,24,7,0.484,2,3,9,1008,0
CUST00513,46,Female,9,Premium,71,24.32,49,9,0.261,1,4,0,1226,0
CUST00514,31,Female,47,Basic,124,60.86,146,8,0.323,0,2,5,1635,0
CUST00515,45,Female,15,Standard,125,15.74,7,12,0.501,4,2,9,4376,0
CUST00516,22,Female,48,Premium,37,97.53,4,6,0.334,1,2,9,323,0
CUST00517,64,Female,42,Standard,29,13.05,90,13,0.31,3,1,6,2838,0
CUST00518,66,Female,60,Basic,143,75.85,60,11,0.286,1,3,6,3810,0
CUST00519,47,Female,70,Standard,19,12.67,55,12,0.177,2,2,7,1685,0
CUST00520,63,Female,12,Basic,106,65.39,16,4,0.246,2,5,6,3712,0
CUST00521,69,Male,2,Standard,21,124.3,29,14,0.143,1,1,5,541,0
CUST00522,22,Female,7,Basic,64,85.82,151,4,0.243,2,3,7,2944,0
CUST00523,29,Female,3,Standard,27,49.1,14,12,0.0,0,5,2,1327,0
CUST00524,33,Male,3,Standard,55,74.06,79,5,0.314,2,3,8,638,0
CUST00525,43,Female,27,Standard,29,75.54,177,6,0.232,1,3,2,4531,0
CUST00526,43,Male,40,Standard,148,89.18,33,12,0.2,1,5,3,2260,0
CUST00527,65,Male,33,Standard,25,33.99,153,9,0.283,0,4,9,1429,0
CUST00528,38,Female,1,Standard,70,92.78,21,10,0.035,3,3,5,2865,0
CUST00529,56,Male,8,Basic,63,10.0,145,9,0.539,1,4,7,961,0
CUST00530,53,Female,32,Standard,130,56.1,23,8,0.235,2,3,2,2962,0
CUST00531,50,Female,48,Basic,16,60.35,57,11,0.228,1,5,9,2468,0
CUST00532,47,Female,4,Premium,146,94.0,142,7,0.105,5,3,5,3228,0
CUST00533,54,Male,70,Basic,100,75.68,93,10,0.254,1,2,4,128,1
CUST00534,40,Male,19,Standard,30,32.83,20,7,0.458,4,2,4,4399,0
CUST00535,27,Female,32,Standard,45,45.45,158,16,0.405,1,3,4,3966,0
CUST00536,22,Female,9,Standard,19,80.96,19,7,0.378,0,5,8,916,1
CUST00537,53,Female,12,Basic,34,72.63,103,12,0.332,3,5,6,1250,0
CUST00538,51,Male,11,Standard,141,57.63,77,5,0.196,3,1,8,2198,0
CUST00539,69,Female,46,Standard,62,60.57,151,7,0.032,2,5,8,4688,0
CUST00540,48,Female,16,Standard,118,95.89,33,11,0.22,3,4,5,4073,1
CUST00541,27,Female,1,Basic,100,59.47,18,8,0.215,2,3,5,3787,1
CUST00542,36,Male,63,Standard,22,72.36,73,11,0.407,2,2,3,939,0
CUST00543,49,Female,21,Standard,111,140.1,161,6,0.296,1,5,7,2278,1
CUST00544,18,Female,30,Standard,73,32.29,160,9,0.492,2,2,1,1001,0
CUST00545,22,Female,13,Standard,147,19.44,17,7,0.43,3,1,4,3772,0
CUST00546,62,Male,34,Standard,38,98.51,19,5,0.182,1,3,0,2212,0
CUST00547,21,Female,4,Basic,70,54.64,70,8,0.0,2,5,9,1610,1
CUST00548,33,Female,28,Basic,116,65.45,120,4,0.458,2,2,1,1627,0
CUST00549,41,Male,59,Basic,79,51.57,101,4,0.454,2,5,0,3137,0
CUST00550,33,Female,27,Basic,148,67.21,34,4,0.045,2,1,5,3991,0
CUST00551,19,Female,69,Standard,9,122.96,84,12,0.476,1,2,1,1103,1
CUST00552,66,Male,25,Standard,32,99.06,153,6,0.307,2,2,3,2187,1
CUST00553,45,Male,3,Basic,132,100.87,74,9,0.274,0,3,4,4225,0
CUST00554,49,Female,68,Premium,50,32.51,88,8,0.492,3,3,6,3032,0
CUST00555,44,Male,25,Basic,82,40.47,85,4,0.452,3,2,9,2813,0
CUST00556,37,Female,20,Standard,5,10.0,11,10,0.348,1,3,0,2493,1
CUST00557,41,Male,34,Standard,148,50.72,91,13,0.321,3,2,4,3903,0
CUST00558,29,Female,26,Basic,87,103.7,144,7,0.342,6,4,3,28,0
CUST00559,67,Male,5,Basic,126,90.51,127,6,0.19,4,5,6,4059,1
CUST00560,52,Female,61,Standard,75,68.35,113,11,0.242,1,4,9,1260,0
CUST00561,50,Female,9,Basic,22,74.33,80,6,0.115,1,4,6,3670,0
CUST00562,50,Female,50,Premium,68,54.33,7,8,0.2,0,5,7,4894,0
CUST00563,68,Female,6,Standard,44,81.14,16,6,0.195,0,2,3,3510,0
CUST00564,60,Male,60,Premium,34,97.98,16,13,0.155,2,2,3,2336,0
CUST00565,54,Female,44,Basic,77,26.52,168,7,0.271,1,3,9,3323,0
CUST00566,29,Male,11,Standard,42,83.99,12,5,0.201,2,1,4,99,1
CUST00567,20,Male,66,Standard,137,102.97,35,8,0.325,5,2,4,3656,0
CUST00568,18,Male,47,Standard,106,62.55,21,5,0.007,5,5,2,4517,0
CUST00569,50,Female,3,Basic,95,96.02,178,12,0.233,2,1,4,693,0
CUST00570,57,Female,30,Standard,135,159.44,171,11,0.27,3,5,4,4801,1
CUST00571,27,Female,21,Standard,68,71.87,17,11,0.203,2,5,7,17,0
CUST00572,60,Male,28,Standard,147,86.8,32,8,0.224,2,5,6,3709,0
CUST00573,61,Male,62,Basic,128,52.86,41,5,0.012,0,1,7,2770,1
CUST00574,46,Female,33,Premium,85,80.44,134,9,0.303,2,4,4,1030,0
CUST00575,30,Male,35,Basic,83,88.81,27,12,0.347,1,5,1,4475,1
CUST00576,29,Male,52,Premium,95,80.85,148,14,0.324,4,3,7,4209,1
CUST00577,48,Male,34,Premium,32,44.41,153,4,0.406,0,2,8,1619,1
CUST00578,63,Female,41,Premium,66,81.19,66,6,0.28,4,2,1,850,0
CUST00579,19,Female,51,Standard,116,118.87,137,11,0.322,6,2,0,1896,0
CUST00580,68,Male,47,Standard,138,88.46,92,9,0.273,3,1,5,975,0
CUST00581,67,Male,58,Premium,130,103.86,61,10,0.353,2,3,2,2516,0
CUST00582,52,Female,57,Basic,60,67.89,166,5,0.013,2,3,0,4188,0
CUST00583,40,Female,23,Standard,17,97.5,3,4,0.116,1,3,5,1515,0
CUST00584,34,Male,48,Standard,96,83.38,103,5,0.488,2,3,7,1125,1
CUST00585,43,Female,22,Standard,144,46.47,55,8,0.0,2,3,8,492,0
CUST00586,25,Male,17,Basic,16,84.56,1,12,0.229,2,4,5,3036,0
CUST00587,46,Male,69,Standard,46,45.25,101,6,0.426,2,3,5,2526,1
CUST00588,43,Female,11,Premium,107,56.01,45,16,0.236,3,3,0,166,1
CUST00589,27,Male,15,Basic,88,80.68,175,5,0.189,2,1,4,4235,0
CUST00590,43,Female,35,Premium,129,83.92,26,7,0.269,1,1,2,4189,0
CUST00591,51,Male,33,Basic,139,39.32,121,10,0.197,2,3,6,575,1
CUST00592,68,Male,16,Basic,119,106.62,142,7,0.255,2,4,8,605,1
CUST00593,58,Female,34,Basic,85,92.16,46,10,0.147,3,3,5,3343,1
CUST00594,24,Male,66,Basic,4,53.86,122,6,0.416,2,3,4,1818,0
CUST00595,21,Female,40,Premium,71,28.87,31,8,0.463,3,3,6,1155,0
CUST00596,67,Male,28,Basic,111,70.65,59,10,0.23,1,5,8,4679,1
CUST00597,62,Male,47,Standard,50,61.62,29,5,0.042,3,4,4,815,1
CUST00598,28,Male,39,Basic,140,78.39,106,6,0.171,3,2,4,2640,0
CUST00599,46,Female,70,Standard,95,64.11,17,10,0.222,4,3,9,1535,1
CUST00600,53,Male,20,Standard,92,14.78,142,3,0.326,3,2,3,2733,0
CUST00601,42,Female,1,Basic,65,63.35,164,1,0.099,2,4,4,962,1
CUST00602,38,Male,63,Basic,47,65.83,24,5,0.135,1,3,6,3034,1
CUST00603,53,Female,67,Premium,106,94.01,109,14,0.327,5,2,2,2047,0
CUST00604,27,Male,4,Basic,130,54.05,91,8,0.391,0,2,3,4541,0
CUST00605,54,Female,58,Standard,106,125.36,25,7,0.157,0,4,8,3860,0
CUST00606,26,Female,25,Basic,24,17.65,32,7,0.05,3,3,1,1514,0
CUST00607,41,Female,47,Standard,4,114.34,116,11,0.743,4,5,7,3351,0
CUST00608,52,Female,38,Basic,108,68.27,82,8,0.367,2,4,8,1067,0
CUST00609,66,Female,15,Standard,19,100.79,110,2,0.21,5,5,4,881,0
CUST00610,52,Female,63,Basic,40,77.39,146,14,0.38,1,3,6,3639,0
CUST00611,65,Male,21,Premium,50,109.19,37,9,0.231,0,2,5,1549,0
CUST00612,53,Male,57,Basic,75,63.38,26,5,0.38,3,4,0,2737,1
CUST00613,35,Female,53,Standard,12,42.04,137,11,0.274,2,4,7,4557,0
CUST00614,66,Female,46,Standard,27,117.62,64,7,0.264,2,4,8,100,0
CUST00615,56,Female,14,Basic,113,71.6,72,6,0.233,1,1,9,3532,0
CUST00616,49,Female,17,Standard,49,81.65,148,9,0.033,2,3,0,2816,0
CUST00617,41,Male,39,Basic,144,112.04,106,9,0.541,2,1,7,407,0
CUST00618,40,Male,9,Premium,130,44.04,86,7,0.109,5,4,2,2515,0
CUST00619,49,Female,6,Premium,60,92.86,158,5,0.046,3,4,5,1739,0
CUST00620,54,Male,23,Premium,30,57.3,53,6,0.218,0,5,9,4052,0
CUST00621,29,Male,59,Basic,84,71.03,92,7,0.106,4,1,7,258,0
CUST00622,66,Female,46,Standard,28,77.17,99,13,0.242,1,2,4,508,0
CUST00623,30,Male,38,Standard,25,29.99,11,7,0.353,5,3,7,3821,0
CUST00624,40,Female,14,Premium,96,51.63,31,8,0.399,1,2,6,4404,0
CUST00625,42,Male,62,Standard,125,115.53,177,2,0.372,5,2,6,3683,0
CUST00626,52,Female,35,Premium,10,101.59,100,8,0.204,1,3,6,4720,1
CUST00627,58,Male,19,Standard,42,73.12,87,4,0.257,1,4,8,3726,1
CUST00628,47,Male,30,Standard,40,82.29,147,10,0.311,3,5,5,678,0
CUST00629,34,Male,25,Basic,77,66.17,140,11,0.0,1,4,5,1283,0
CUST00630,66,Male,40,Standard,105,115.7,15,7,0.336,1,4,8,4837,0
CUST00631,37,Male,14,Standard,118,68.99,159,11,0.031,2,1,5,906,0
CUST00632,65,Male,26,Standard,42,81.96,171,10,0.556,3,2,6,267,1
CUST00633,42,Female,22,Standard,47,109.38,101,11,0.189,1,2,6,3103,0
CUST00634,39,Male,48,Standard,22,51.68,165,12,0.222,4,2,1,4906,1
CUST00635,30,Female,51,Basic,107,121.76,29,7,0.135,0,5,7,1200,1
CUST00636,36,Female,3,Standard,27,29.09,114,7,0.156,2,5,5,1116,0
CUST00637,66,Female,42,Standard,41,123.89,107,8,0.591,1,5,3,898,1
CUST00638,53,Male,19,Standard,80,63.82,154,10,0.391,2,3,6,2790,0
CUST00639,29,Female,28,Basic,89,67.72,108,11,0.018,2,5,7,2644,0
CUST00640,58,Male,45,Basic,66,18.3,130,10,0.476,2,1,0,1058,0
CUST00641,36,Male,71,Basic,12,61.36,84,9,0.429,3,1,9,687,0
CUST00642,29,Female,63,Standard,73,43.81,15,3,0.208,3,4,3,787,0
CUST00643,26,Male,19,Basic,76,56.77,132,7,0.296,3,4,3,4494,1
CUST00644,24,Female,47,Standard,90,70.88,50,3,0.248,2,4,9,2644,0
CUST00645,45,Female,14,Premium,10,103.73,166,10,0.546,4,4,8,2164,0
CUST00646,31,Female,38,Basic,96,81.23,23,7,0.131,3,1,5,4457,0
CUST00647,48,Female,53,Standard,20,84.23,59,6,0.272,6,4,3,203,1
CUST00648,69,Male,61,Standard,39,42.13,90,11,0.186,3,1,0,3217,0
CUST00649,36,Male,36,Premium,60,48.58,115,7,0.035,1,5,7,2491,0
CUST00650,64,Female,40,Standard,66,128.96,75,12,0.579,2,5,8,4822,0
CUST00651,33,Male,30,Standard,65,52.94,156,4,0.073,7,3,4,2038,1
CUST00652,22,Male,9,Premium,124,124.69,123,8,0.283,2,4,4,3368,0
CUST00653,52,Male,64,Standard,130,67.71,136,8,0.0,1,5,9,3558,0
CUST00654,29,Male,33,Premium,57,75.07,157,4,0.19,5,5,7,4057,0
CUST00655,42,Male,52,Basic,78,107.11,139,11,0.313,3,2,7,4862,0
CUST00656,69,Male,14,Premium,29,113.16,18,7,0.126,5,2,4,1226,0
CUST00657,38,Female,53,Standard,15,71.68,50,8,0.338,2,1,3,4490,0
CUST00658,53,Female,59,Standard,12,63.35,142,11,0.21,0,3,5,4343,0
CUST00659,40,Female,41,Basic,101,73.32,118,3,0.424,0,2,9,3511,0
CUST00660,33,Male,68,Standard,84,85.14,137,10,0.454,1,3,4,913,0
CUST00661,56,Male,68,Basic,125,101.74,139,11,0.162,2,5,7,1419,0
CUST00662,62,Male,8,Premium,103,75.13,108,3,0.262,3,1,8,2703,0
